;Cheval;Age;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur;spec
8876;SACHA MALPIC AA          ;8;H;*ANGLO-ARABE COMPLEMENT*;7;0;5;10895,00;0,00;10895,00;1556,43;;obst
8877;NADAY IDEF               ;8;F;PUR SANG;6;1;1;10880,00;0,00;10880,00;1813,33;;obst
8878;GREAT BUSINESS           ;4;F;PUR SANG;6;1;4;10880,00;0,00;10880,00;1813,33;530.0;obst
8879;TO BE FIX                ;3;F;PUR SANG;2;0;2;10880,00;0,00;10880,00;5440,00;;obst
8880;GITANE D'AINAY           ;5;F;PUR SANG;5;1;2;10840,00;0,00;10840,00;2168,00;535.0;obst
8881;PERFLORT DE VERDUN       ;9;H;*ANGLO-ARABE COMPLEMENT*;4;1;2;10835,00;0,00;10835,00;2708,75;;obst
8882;HAIKO                    ;4;H;CHEVAL AUTRE QUE PUR SANG;7;0;6;10820,00;0,00;10820,00;1545,71;525.0;obst
8883;JOSHCO                   ;4;H;PUR SANG;4;0;3;10815,00;0,00;10815,00;2703,75;530.0;obst
8884;OLYMPIC MAN              ;4;H;PUR SANG;1;0;1;10810,00;0,00;10810,00;10810,00;;obst
8885;HARMONIE D'AINAY         ;4;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;10810,00;0,00;10810,00;10810,00;;obst
8886;GUNFLIGHT                ;4;F;PUR SANG;1;0;1;10810,00;0,00;10810,00;10810,00;620.0;obst
8887;IROKO                    ;3;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;10810,00;0,00;10810,00;10810,00;;obst
8888;GALET D'OUDAIRIES        ;5;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;10810,00;0,00;10810,00;10810,00;;obst
8889;ALPHA RISK               ;11;H;*ANGLO-ARABE COMPLEMENT*;2;0;1;10800,00;0,00;10800,00;5400,00;;obst
8890;GRATOS DE L'ISLE         ;5;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;10800,00;0,00;10800,00;10800,00;620.0;obst
8891;BREKDANCE BILBERRY       ;6;F;PUR SANG;1;0;1;10800,00;0,00;10800,00;10800,00;610.0;obst
8892;BLASIMON                 ;7;H;PUR SANG;1;0;1;10800,00;0,00;10800,00;10800,00;655.0;obst
8893;ACTIVIAL                 ;11;H;CHEVAL AUTRE QUE PUR SANG;2;0;1;10800,00;0,00;10800,00;5400,00;605.0;obst
8894;HIRSUTE                  ;4;F;CHEVAL AUTRE QUE PUR SANG;7;0;5;10795,00;0,00;10795,00;1542,14;540.0;obst
8895;DOM KAKI                 ;12;H;PUR SANG;9;0;6;10795,00;0,00;10795,00;1199,44;470.0;obst
8896;SHAKHELYA                ;4;F;PUR SANG;5;1;3;10790,00;0,00;10790,00;2158,00;550.0;obst
8897;CHUCK BERRY AA           ;3;H;ANGLO-ARABE DE COMPLEMENT;3;0;3;10780,00;0,00;10780,00;3593,33;;obst
8898;SIRENE GEMMOISE          ;5;F;PUR SANG;6;0;6;10780,00;0,00;10780,00;1796,67;480.0;obst
8899;A JOHNNY                 ;4;H;PUR SANG;8;0;5;10780,00;0,00;10780,00;1347,50;510.0;obst
8900;FREDLAND                 ;6;H;CHEVAL AUTRE QUE PUR SANG;3;0;3;10755,00;0,00;10755,00;3585,00;575.0;obst
8901;CAPVERT DE CONQUES       ;5;H;PUR SANG;3;1;2;10700,00;0,00;10700,00;3566,67;550.0;obst
8902;HUPECA DE THAIX          ;4;H;CHEVAL AUTRE QUE PUR SANG;4;1;3;10655,00;0,00;10655,00;2663,75;520.0;obst
8903;CARTAGENA                ;9;F;CHEVAL AUTRE QUE PUR SANG;3;1;1;10635,00;0,00;10635,00;3545,00;;obst
8904;HERMANN CLERMONT         ;4;H;PUR SANG;4;0;3;10610,00;0,00;10610,00;2652,50;515.0;obst
8905;HERRIA BANBOU            ;4;F;CHEVAL AUTRE QUE PUR SANG;5;0;4;10600,00;0,00;10600,00;2120,00;530.0;obst
8906;FATINES                  ;6;F;CHEVAL AUTRE QUE PUR SANG;5;1;2;10595,00;0,00;10595,00;2119,00;555.0;obst
8907;PALM DE BELLOUET         ;6;F;PUR SANG;9;1;4;10585,00;0,00;10585,00;1176,11;530.0;obst
8908;MONTE IGUELDO            ;4;H;PUR SANG;1;0;1;10580,00;0,00;10580,00;10580,00;;obst
8909;GLASGOW DU BERLAIS       ;3;M;PUR SANG;3;0;2;10575,00;0,00;10575,00;3525,00;590.0;obst
8910;DANDY DU SEUIL           ;8;H;CHEVAL AUTRE QUE PUR SANG;8;0;4;10570,00;0,00;10570,00;1321,25;530.0;obst
8911;GEORGES JEAN             ;5;H;CHEVAL AUTRE QUE PUR SANG;3;1;1;10560,00;0,00;10560,00;3520,00;560.0;obst
8912;ILE DE JERSEY            ;3;F;PUR SANG;2;1;1;10560,00;0,00;10560,00;5280,00;;obst
8913;BORN TO HONOUR           ;3;H;PUR SANG;3;1;1;10560,00;0,00;10560,00;3520,00;600.0;obst
8914;HONNEUR D'ESTRUVAL       ;4;H;PUR SANG;3;1;1;10560,00;0,00;10560,00;3520,00;;obst
8915;ETAT D'ESPRY             ;7;H;PUR SANG;2;0;1;10560,00;0,00;10560,00;5280,00;;obst
8916;PAS DE QUARTIER          ;5;H;PUR SANG;5;0;1;10560,00;0,00;10560,00;2112,00;520.0;obst
8917;ODIAGO                   ;3;H;PUR SANG;4;1;1;10550,00;0,00;10550,00;2637,50;595.0;obst
8918;HERMES CLERMONT          ;4;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;10540,00;0,00;10540,00;5270,00;;obst
8919;ELEONORE RIGBY           ;7;F;CHEVAL AUTRE QUE PUR SANG;2;1;1;10460,00;0,00;10460,00;5230,00;;obst
8920;HUN ANGE VINT            ;4;H;CHEVAL AUTRE QUE PUR SANG;6;1;3;10440,00;0,00;10440,00;1740,00;540.0;obst
8921;ECRINROSE                ;7;H;PUR SANG;6;0;4;10440,00;0,00;10440,00;1740,00;540.0;obst
8922;HELINA BELLA             ;4;F;CHEVAL AUTRE QUE PUR SANG;6;0;5;10435,00;0,00;10435,00;1739,17;525.0;obst
8923;CESAR DE PRETOT          ;9;H;CHEVAL AUTRE QUE PUR SANG;8;1;2;10420,00;0,00;10420,00;1302,50;;obst
8924;ESPION DE VINDECY        ;5;H;PUR SANG;11;0;6;10420,00;0,00;10420,00;947,27;490.0;obst
8925;FOLISH GOLD              ;7;F;PUR SANG;5;1;4;10385,00;0,00;10385,00;2077,00;485.0;obst
8926;LADYSANE                 ;4;F;PUR SANG;3;1;2;10380,00;0,00;10380,00;3460,00;560.0;obst
8927;DISCO DE VAUT            ;8;H;CHEVAL AUTRE QUE PUR SANG;6;0;5;10355,00;0,00;10355,00;1725,83;470.0;obst
8928;HELL BOY                 ;7;H;PUR SANG;1;0;1;10350,00;0,00;10350,00;10350,00;710.0;obst
8929;HENN SEE                 ;4;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;10350,00;0,00;10350,00;10350,00;;obst
8930;CELESTIN MERCURY         ;4;H;PUR SANG;2;0;2;10340,00;0,00;10340,00;5170,00;;obst
8931;BRANLE BAS               ;10;H;CHEVAL AUTRE QUE PUR SANG;3;0;2;10330,00;0,00;10330,00;3443,33;;obst
8932;SUN STAR DES BOIS        ;5;H;PUR SANG;4;1;2;10320,00;0,00;10320,00;2580,00;530.0;obst
8933;MIRALAGO                 ;3;H;PUR SANG;2;0;2;10305,00;0,00;10305,00;5152,50;;obst
8934;TINO ROLI                ;7;H;PUR SANG;5;1;4;10260,00;0,00;10260,00;2052,00;520.0;obst
8935;DARJELING BELLEVUE       ;8;H;CHEVAL AUTRE QUE PUR SANG;5;1;3;10250,00;0,00;10250,00;2050,00;520.0;obst
8936;GRANDEUR NATURE          ;5;H;PUR SANG;2;0;2;10225,00;0,00;10225,00;5112,50;690.0;obst
8937;JIMBLE MOON              ;5;H;PUR SANG;3;0;2;10220,00;0,00;10220,00;3406,67;540.0;obst
8938;TEL AVIV                 ;5;H;PUR SANG;5;1;1;10200,00;0,00;10200,00;2040,00;525.0;obst
8939;L'AMOUR A LA PLAGE       ;4;F;PUR SANG;3;1;2;10200,00;0,00;10200,00;3400,00;570.0;obst
8940;HALAZZI                  ;5;H;PUR SANG;4;1;1;10200,00;0,00;10200,00;2550,00;540.0;obst
8941;DANSE PLINN              ;8;F;PUR SANG;8;0;5;10185,00;0,00;10185,00;1273,13;;obst
8942;MILLEPATTES SY           ;4;H;PUR SANG;4;1;2;10170,00;0,00;10170,00;2542,50;540.0;obst
8943;HELLENA                  ;4;F;PUR SANG;7;0;5;10170,00;0,00;10170,00;1452,86;550.0;obst
8944;KHALMARIN                ;7;H;PUR SANG;7;0;3;10170,00;0,00;10170,00;1452,86;525.0;obst
8945;ROSANDE                  ;5;F;PUR SANG;7;0;5;10170,00;0,00;10170,00;1452,86;520.0;obst
8946;CALIF D'OUDAIRIES        ;9;H;CHEVAL AUTRE QUE PUR SANG;10;0;5;10165,00;0,00;10165,00;1016,50;;obst
8947;GOOGLE DE LOUED          ;5;H;CHEVAL AUTRE QUE PUR SANG;5;0;4;10160,00;0,00;10160,00;2032,00;540.0;obst
8948;HERA D'AUBRELLE          ;4;F;CHEVAL AUTRE QUE PUR SANG;6;0;5;10135,00;0,00;10135,00;1689,17;530.0;obst
8949;BOLANO D'AIRY            ;10;H;CHEVAL AUTRE QUE PUR SANG;5;1;3;10130,00;0,00;10130,00;2026,00;500.0;obst
8950;HELLO BALL               ;4;H;CHEVAL AUTRE QUE PUR SANG;2;1;0;10120,00;0,00;10120,00;5060,00;;obst
8951;DINOLIT                  ;4;F;PUR SANG;1;1;0;10120,00;0,00;10120,00;10120,00;;obst
8952;BIRTHDAY TIC             ;4;H;PUR SANG;6;1;0;10120,00;0,00;10120,00;1686,67;535.0;obst
8953;HOURRA DE SIVOLA         ;4;F;PUR SANG;1;1;0;10120,00;0,00;10120,00;10120,00;560.0;obst
8954;HEROS DE PAQUES          ;4;H;CHEVAL AUTRE QUE PUR SANG;2;1;0;10120,00;0,00;10120,00;5060,00;;obst
8955;ICARE DU SEUIL           ;3;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;10120,00;0,00;10120,00;10120,00;;obst
8956;PARK SQUARE              ;8;H;PUR SANG;13;0;6;10115,00;0,00;10115,00;778,08;175.0;obst
8957;FRIDAY THIRTEEN          ;3;H;PUR SANG;2;1;1;10100,00;0,00;10100,00;5050,00;;obst
8958;TURBIN                   ;8;H;PUR SANG;5;0;5;10095,00;0,00;10095,00;2019,00;;obst
8959;JOYAU DU RHEU            ;5;H;PUR SANG;3;1;0;10080,00;0,00;10080,00;3360,00;595.0;obst
8960;AL CUARTO                ;5;H;PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;660.0;obst
8961;RAILENA                  ;5;F;PUR SANG;2;1;0;10080,00;0,00;10080,00;5040,00;540.0;obst
8962;IDEAL D'ALLIER           ;3;H;PUR SANG;2;1;0;10080,00;0,00;10080,00;5040,00;;obst
8963;ICEO                     ;3;H;CHEVAL AUTRE QUE PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;;obst
8964;DINETTE DE BALLON        ;9;F;PUR SANG;2;1;0;10080,00;0,00;10080,00;5040,00;585.0;obst
8965;ESPRIT DE QUARTIER       ;7;H;CHEVAL AUTRE QUE PUR SANG;4;1;1;10080,00;0,00;10080,00;2520,00;;obst
8966;ISSAM                    ;3;H;CHEVAL AUTRE QUE PUR SANG;3;1;0;10080,00;0,00;10080,00;3360,00;610.0;obst
8967;PAQUOS                   ;7;H;PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;580.0;obst
8968;KATPARTROI               ;3;F;PUR SANG;2;1;0;10080,00;0,00;10080,00;5040,00;;obst
8969;LA MANIGANCE             ;3;F;PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;;obst
8970;FELICITY                 ;6;F;CHEVAL AUTRE QUE PUR SANG;3;1;1;10080,00;0,00;10080,00;3360,00;490.0;obst
8971;FORMULE UN               ;6;F;PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;;obst
8972;FLASHKILLE               ;6;H;CHEVAL AUTRE QUE PUR SANG;3;1;0;10080,00;0,00;10080,00;3360,00;540.0;obst
8973;GLACE DES MERS           ;5;F;CHEVAL AUTRE QUE PUR SANG;3;1;0;10080,00;0,00;10080,00;3360,00;590.0;obst
8974;MARAVILLOSA              ;4;F;PUR SANG;6;1;1;10080,00;0,00;10080,00;1680,00;515.0;obst
8975;SPIROU DE LUNE           ;6;H;PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;530.0;obst
8976;VADALY                   ;3;F;PUR SANG;1;1;0;10080,00;0,00;10080,00;10080,00;;obst
8977;FLASH TIEPY              ;6;F;CHEVAL AUTRE QUE PUR SANG;5;0;2;10080,00;0,00;10080,00;2016,00;510.0;obst
8978;HINTERPLACE              ;5;H;PUR SANG;4;0;3;10080,00;0,00;10080,00;2520,00;540.0;obst
8979;GERGOVIE ALLEN           ;5;F;CHEVAL AUTRE QUE PUR SANG;5;0;3;10060,00;0,00;10060,00;2012,00;560.0;obst
8980;MUSICA DE BAUNE          ;4;F;PUR SANG;3;1;2;10000,00;0,00;10000,00;3333,33;;obst
8981;VATOHIO                  ;9;F;PUR SANG;7;0;3;9990,00;0,00;9990,00;1427,14;500.0;obst
8982;INVINCIBLE FIGHTER       ;10;H;PUR SANG;4;1;3;9980,00;0,00;9980,00;2495,00;575.0;obst
8983;KHIGHT ROCK BEY          ;7;H;PUR SANG;5;1;3;9970,00;0,00;9970,00;1994,00;515.0;obst
8984;KADDEX DE LA COUR        ;7;H;PUR SANG;6;1;2;9960,00;0,00;9960,00;1660,00;;obst
8985;ROYAL GEMIX              ;4;H;PUR SANG;10;0;7;9950,00;0,00;9950,00;995,00;510.0;obst
8986;DARAGOUIN                ;8;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;9945,00;0,00;9945,00;3315,00;540.0;obst
8987;VIA DOLOROSA             ;9;H;PUR SANG;2;1;1;9940,00;0,00;9940,00;4970,00;575.0;obst
8988;HEAVEN'S NIGHT           ;6;F;PUR SANG;5;1;0;9900,00;0,00;9900,00;1980,00;560.0;obst
8989;GIGI D'ESTRUVAL          ;5;F;CHEVAL AUTRE QUE PUR SANG;5;0;3;9860,00;0,00;9860,00;1972,00;515.0;obst
8990;FULL COURT PRESS         ;8;H;PUR SANG;6;1;2;9850,00;0,00;9850,00;1641,67;520.0;obst
8991;VASCO D'ARGOS            ;12;H;CHEVAL AUTRE QUE PUR SANG;5;1;2;9840,00;0,00;9840,00;1968,00;500.0;obst
8992;GHOSTY ROSETGRI          ;5;H;PUR SANG;10;0;5;9815,00;0,00;9815,00;981,50;460.0;obst
8993;HALLELUIA                ;4;F;CHEVAL AUTRE QUE PUR SANG;11;0;3;9780,00;0,00;9780,00;889,09;460.0;obst
8994;HUILE DE COUDE           ;4;F;PUR SANG;6;1;3;9760,00;0,00;9760,00;1626,67;535.0;obst
8995;VICTAN                   ;4;H;PUR SANG;4;1;2;9750,00;0,00;9750,00;2437,50;;obst
8996;MANVOLT                  ;4;H;PUR SANG;3;0;3;9750,00;0,00;9750,00;3250,00;565.0;obst
8997;SUPRA GIRL               ;4;F;PUR SANG;4;1;1;9740,00;0,00;9740,00;2435,00;530.0;obst
8998;GAIA SACREE              ;5;F;CHEVAL AUTRE QUE PUR SANG;7;0;4;9705,00;0,00;9705,00;1386,43;510.0;obst
8999;JOSHUA DREAM             ;5;H;PUR SANG;9;0;3;9700,00;0,00;9700,00;1077,78;470.0;obst
9000;SUPER FLAM               ;5;H;PUR SANG;5;0;3;9695,00;0,00;9695,00;1939,00;515.0;obst
9001;BOIS FLOTTEE             ;5;F;PUR SANG;3;0;3;9690,00;0,00;9690,00;3230,00;565.0;obst
9002;BRIN DE COTTE            ;10;H;PUR SANG;3;1;1;9675,00;0,00;9675,00;3225,00;;obst
9003;HAUT DE MIRANDE          ;4;H;CHEVAL AUTRE QUE PUR SANG;5;1;2;9665,00;0,00;9665,00;1933,00;530.0;obst
9004;PATRICIEN                ;4;H;PUR SANG;10;1;3;9660,00;0,00;9660,00;966,00;530.0;obst
9005;LASCAR GRIS              ;7;H;PUR SANG;8;0;5;9640,00;0,00;9640,00;1205,00;470.0;obst
9006;SHAWINIGAN               ;4;H;PUR SANG;2;1;1;9630,00;0,00;9630,00;4815,00;540.0;obst
9007;MASKED DREAM             ;3;H;PUR SANG;3;0;2;9630,00;0,00;9630,00;3210,00;595.0;obst
9008;HIP HOP D'AUTHIE         ;4;H;PUR SANG;4;0;3;9625,00;0,00;9625,00;2406,25;550.0;obst
9009;OBELAMI AA               ;8;H;*ANGLO-ARABE COMPLEMENT*;1;1;0;9600,00;0,00;9600,00;9600,00;610.0;obst
9010;DIVA DE MAI              ;8;F;CHEVAL AUTRE QUE PUR SANG;4;0;4;9600,00;0,00;9600,00;2400,00;;obst
9011;SULTANIA                 ;3;F;PUR SANG;4;0;2;9600,00;0,00;9600,00;2400,00;580.0;obst
9012;GRIOTTE DES CHAMPS       ;5;F;PUR SANG;4;1;2;9560,00;0,00;9560,00;2390,00;540.0;obst
9013;VAUB CHOP                ;4;H;PUR SANG;5;1;2;9550,00;0,00;9550,00;1910,00;510.0;obst
9014;DYLANE                   ;8;F;CHEVAL AUTRE QUE PUR SANG;5;0;2;9540,00;0,00;9540,00;1908,00;;obst
9015;KAP OCEAN                ;4;H;PUR SANG;3;0;3;9540,00;0,00;9540,00;3180,00;525.0;obst
9016;GRAINE D'ESTRUVAL        ;5;F;CHEVAL AUTRE QUE PUR SANG;7;0;5;9530,00;0,00;9530,00;1361,43;545.0;obst
9017;INDIVIS                  ;3;H;CHEVAL AUTRE QUE PUR SANG;3;1;2;9520,00;0,00;9520,00;3173,33;;obst
9018;EMILA ROMAGNA            ;4;F;PUR SANG;7;1;3;9500,00;0,00;9500,00;1357,14;525.0;obst
9019;MARBLE EYES              ;4;F;PUR SANG;7;1;2;9490,00;0,00;9490,00;1355,71;510.0;obst
9020;HIP HOP TRAOU LAND       ;6;H;PUR SANG;10;1;5;9480,00;0,00;9480,00;948,00;490.0;obst
9021;LINDA'AS                 ;9;H;PUR SANG;9;1;3;9475,00;0,00;9475,00;1052,78;495.0;obst
9022;ENCREDECHINE             ;7;F;CHEVAL AUTRE QUE PUR SANG;5;1;2;9470,00;0,00;9470,00;1894,00;515.0;obst
9023;IMAGINE CLERMONT         ;3;F;PUR SANG;3;1;2;9465,00;0,00;9465,00;3155,00;575.0;obst
9024;ROYALITIQUE              ;9;F;PUR SANG;5;1;2;9440,00;0,00;9440,00;1888,00;515.0;obst
9025;EDEN DU SEUIL            ;7;H;CHEVAL AUTRE QUE PUR SANG;7;0;5;9395,00;0,00;9395,00;1342,14;515.0;obst
9026;YOUR LOVE                ;3;F;PUR SANG;4;0;3;9385,00;0,00;9385,00;2346,25;555.0;obst
9027;RONCHETTE                ;3;F;PUR SANG;4;1;2;9360,00;0,00;9360,00;2340,00;570.0;obst
9028;TROPEUREUX               ;4;H;PUR SANG;2;1;1;9360,00;0,00;9360,00;4680,00;;obst
9029;PEREGRINA                ;13;F;PUR SANG;3;1;1;9360,00;0,00;9360,00;3120,00;510.0;obst
9030;FORZA DI GARRY           ;6;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;9360,00;0,00;9360,00;4680,00;550.0;obst
9031;FICTIF GRAVEL            ;6;H;CHEVAL AUTRE QUE PUR SANG;5;1;1;9360,00;0,00;9360,00;1872,00;510.0;obst
9032;JAPANALBAN               ;3;H;PUR SANG;2;0;2;9360,00;0,00;9360,00;4680,00;;obst
9033;HERMES DE BELLOUET       ;4;H;CHEVAL AUTRE QUE PUR SANG;5;0;3;9360,00;0,00;9360,00;1872,00;550.0;obst
9034;D'JANGO                  ;8;H;CHEVAL AUTRE QUE PUR SANG;6;0;2;9360,00;0,00;9360,00;1560,00;595.0;obst
9035;IN YOUR DREAMS           ;3;H;PUR SANG;3;0;3;9360,00;0,00;9360,00;3120,00;610.0;obst
9036;HALTHIA DES OBEAUX       ;3;F;PUR SANG;3;0;3;9340,00;0,00;9340,00;3113,33;590.0;obst
9037;DUCHESSE DE LAUNAY       ;9;F;PUR SANG;9;0;3;9325,00;0,00;9325,00;1036,11;490.0;obst
9038;BARONNE DU BERLAIS       ;4;F;PUR SANG;3;0;2;9305,00;0,00;9305,00;3101,67;590.0;obst
9039;HIGH FASHION             ;4;F;CHEVAL AUTRE QUE PUR SANG;7;0;6;9305,00;0,00;9305,00;1329,29;510.0;obst
9040;KICK UP                  ;5;H;PUR SANG;2;0;2;9305,00;0,00;9305,00;4652,50;630.0;obst
9041;OLYMPIC FLAME            ;6;H;PUR SANG;6;1;2;9300,00;0,00;9300,00;1550,00;520.0;obst
9042;FEUILLE DE VIGNE         ;6;F;CHEVAL AUTRE QUE PUR SANG;5;0;3;9300,00;0,00;9300,00;1860,00;470.0;obst
9043;HOUJI                    ;4;F;CHEVAL AUTRE QUE PUR SANG;3;0;2;9290,00;0,00;9290,00;3096,67;530.0;obst
9044;IKARIA                   ;3;F;CHEVAL AUTRE QUE PUR SANG;4;0;3;9255,00;0,00;9255,00;2313,75;595.0;obst
9045;MARTIN DU BOURG          ;3;H;PUR SANG;5;0;4;9235,00;0,00;9235,00;1847,00;540.0;obst
9046;HORRESCO REFERENS        ;4;H;CHEVAL AUTRE QUE PUR SANG;2;0;2;9230,00;0,00;9230,00;4615,00;540.0;obst
9047;BUCEFAL                  ;10;H;CHEVAL AUTRE QUE PUR SANG;2;0;2;9220,00;0,00;9220,00;4610,00;;obst
9048;GASCONNE                 ;5;F;CHEVAL AUTRE QUE PUR SANG;9;0;5;9215,00;0,00;9215,00;1023,89;490.0;obst
9049;CUTTING STRAIGHT         ;3;F;PUR SANG;3;0;2;9210,00;0,00;9210,00;3070,00;;obst
9050;ICONE D'AUBRELLE         ;3;H;PUR SANG;1;1;0;9200,00;0,00;9200,00;9200,00;;obst
9051;YANKEE STADIUM           ;4;H;PUR SANG;1;1;0;9200,00;0,00;9200,00;9200,00;;obst
9052;ANONG                    ;3;F;PUR SANG;1;1;0;9200,00;0,00;9200,00;9200,00;;obst
9053;QUEEN DE BAUNE           ;3;F;PUR SANG;1;1;0;9200,00;0,00;9200,00;9200,00;;obst
9054;LORIGINAL                ;4;H;PUR SANG;1;1;0;9200,00;0,00;9200,00;9200,00;;obst
9055;IDEAL DU CHENET          ;3;H;PUR SANG;2;1;0;9200,00;0,00;9200,00;4600,00;;obst
9056;HEDWIGE D'ALENE          ;4;F;CHEVAL AUTRE QUE PUR SANG;6;0;6;9175,00;0,00;9175,00;1529,17;510.0;obst
9057;CRYSTAL D'UN JOUR        ;10;H;PUR SANG;8;0;7;9140,00;0,00;9140,00;1142,50;465.0;obst
9058;HELLO DARLING            ;4;F;PUR SANG;7;0;6;9135,00;0,00;9135,00;1305,00;510.0;obst
9059;MORINGA                  ;3;H;PUR SANG;7;0;5;9125,00;0,00;9125,00;1303,57;565.0;obst
9060;MISTER CHAMPDOUX         ;3;H;PUR SANG;2;1;0;9120,00;0,00;9120,00;4560,00;;obst
9061;EDREDON BLEU             ;7;H;CHEVAL AUTRE QUE PUR SANG;3;1;1;9120,00;0,00;9120,00;3040,00;535.0;obst
9062;FAST VISION              ;3;H;PUR SANG;1;1;0;9120,00;0,00;9120,00;9120,00;;obst
9063;PITLOCHRY                ;5;H;PUR SANG;2;1;1;9120,00;0,00;9120,00;4560,00;590.0;obst
9064;CHARLATEMPS              ;3;H;PUR SANG;1;1;0;9120,00;0,00;9120,00;9120,00;;obst
9065;HUDSON SPORT             ;4;H;PUR SANG;8;0;5;9115,00;0,00;9115,00;1139,38;500.0;obst
9066;HAPPYBOUM LIDA           ;4;F;CHEVAL AUTRE QUE PUR SANG;4;1;2;9100,00;0,00;9100,00;2275,00;540.0;obst
9067;MADO                     ;4;F;PUR SANG;2;0;2;9090,00;0,00;9090,00;4545,00;560.0;obst
9068;GIANICOLO AA             ;8;H;ANGLO-ARABE DE COMPLEMENT;3;0;3;9080,00;0,00;9080,00;3026,67;545.0;obst
9069;FLEURY BEDE              ;6;H;CHEVAL AUTRE QUE PUR SANG;5;1;2;9075,00;0,00;9075,00;1815,00;550.0;obst
9070;GAP PIERJI               ;5;H;CHEVAL AUTRE QUE PUR SANG;3;1;1;9030,00;0,00;9030,00;3010,00;;obst
9071;GESKO                    ;5;H;PUR SANG;8;0;5;9030,00;0,00;9030,00;1128,75;480.0;obst
9072;GOUD CHOP                ;4;H;PUR SANG;13;0;7;9020,00;0,00;9020,00;693,85;470.0;obst
9073;GOLFYNGER                ;5;H;CHEVAL AUTRE QUE PUR SANG;7;0;5;9020,00;0,00;9020,00;1288,57;500.0;obst
9074;FALISCA                  ;6;F;CHEVAL AUTRE QUE PUR SANG;8;0;5;9010,00;0,00;9010,00;1126,25;470.0;obst
9075;MARVELLINA DIGEO         ;4;F;PUR SANG;2;0;1;9000,00;0,00;9000,00;4500,00;570.0;obst
9076;NINABELA HAS             ;3;F;PUR SANG;4;0;3;9000,00;0,00;9000,00;2250,00;565.0;obst
9077;FALBALA DES MOTTES       ;6;F;CHEVAL AUTRE QUE PUR SANG;2;0;1;9000,00;0,00;9000,00;4500,00;605.0;obst
9078;ESPION DE GUYE           ;7;H;CHEVAL AUTRE QUE PUR SANG;6;1;3;8990,00;0,00;8990,00;1498,33;530.0;obst
9079;FLYING MONDAS            ;6;H;CHEVAL AUTRE QUE PUR SANG;5;0;3;8970,00;0,00;8970,00;1794,00;515.0;obst
9080;HIS OWN STAR             ;4;H;CHEVAL AUTRE QUE PUR SANG;7;0;6;8960,00;0,00;8960,00;1280,00;515.0;obst
9081;BOMBILLA                 ;5;F;PUR SANG;3;0;3;8960,00;0,00;8960,00;2986,67;550.0;obst
9082;MISS LOVELY              ;4;F;PUR SANG;7;0;4;8960,00;0,00;8960,00;1280,00;520.0;obst
9083;LION DE LISBOA           ;4;H;PUR SANG;8;0;6;8955,00;0,00;8955,00;1119,38;500.0;obst
9084;DON'T WORRY              ;8;H;CHEVAL AUTRE QUE PUR SANG;2;0;2;8940,00;0,00;8940,00;4470,00;520.0;obst
9085;HERA DE L AUNAY          ;4;F;PUR SANG;6;0;5;8935,00;0,00;8935,00;1489,17;515.0;obst
9086;TEMPETE DU MOULIN        ;7;F;PUR SANG;7;0;5;8935,00;0,00;8935,00;1276,43;;obst
9087;C'EST L'HEURE            ;9;H;CHEVAL AUTRE QUE PUR SANG;6;0;4;8930,00;0,00;8930,00;1488,33;535.0;obst
9088;KERLAZ                   ;4;H;PUR SANG;3;0;3;8920,00;0,00;8920,00;2973,33;570.0;obst
9089;IS TRA                   ;3;F;CHEVAL AUTRE QUE PUR SANG;3;1;1;8915,00;0,00;8915,00;2971,67;560.0;obst
9090;PRINCESSE GLWA           ;7;F;PUR SANG;5;0;4;8915,00;0,00;8915,00;1783,00;;obst
9091;CRAZY LUCA               ;3;H;PUR SANG;3;0;2;8900,00;0,00;8900,00;2966,67;570.0;obst
9092;BAKERO DU MESNIL         ;11;H;PUR SANG;5;0;3;8880,00;0,00;8880,00;1776,00;;obst
9093;MISTER BINT              ;4;H;PUR SANG;7;0;5;8870,00;0,00;8870,00;1267,14;510.0;obst
9094;BABY QUEEN               ;4;F;PUR SANG;5;0;4;8830,00;0,00;8830,00;1766,00;555.0;obst
9095;WINCHESTER               ;4;M;PUR SANG;2;0;2;8770,00;0,00;8770,00;4385,00;580.0;obst
9096;FERRONNIERE              ;6;F;CHEVAL AUTRE QUE PUR SANG;3;0;3;8765,00;0,00;8765,00;2921,67;610.0;obst
